match_id,innings,over,ball_in_over,b14_actual_runs,b14_predicted_runs
336023,1,17,2,1,2.2182625313278397
336023,1,17,3,4,2.195206048301836
336023,1,17,4,1,2.291977845779045
336023,1,17,5,1,2.2085405537795055
336023,1,17,6,1,2.422775672602458
336023,1,18,1,0,1.9334568214041907
336023,1,18,2,1,1.910427997210193
336023,1,18,3,4,2.1042451961005413
336023,1,18,4,1,1.8323111778347898
336023,1,18,5,2,1.9895174100379844
336023,1,18,6,1,2.106840503997768
336023,1,19,1,1,1.7803897720617676
336023,1,19,2,0,2.2711881442141886
336023,1,19,3,2,2.0981265822571658
336023,1,19,4,2,2.1846236876708867
336023,1,19,5,2,2.0908017975793234
336023,1,19,6,2,2.4112669330369605
336023,2,15,1,0,0.020069684090631257
336023,2,15,2,0,-0.0016225146457691717
336023,2,15,3,0,0.015284436260272864
336023,2,15,4,1,0.174208852655965
336023,2,15,5,1,0.3159503139027935
336023,2,15,6,4,0.8809089419877215
336023,2,16,1,0,0.8481191779208007
336023,2,16,2,0,0.6932967798456867
336023,2,16,3,6,1.2885109007301563
336023,2,16,4,0,1.1770179680949384
336023,2,16,5,6,1.5417640891493622
336023,2,16,6,6,1.9147490440829367
336023,2,17,1,0,1.926034433385357
336023,2,17,2,1,1.7565657145387115
336023,2,17,3,1,1.9170835792659113
336023,2,17,4,1,1.8995278845928236
336023,2,17,5,4,2.043348969750741
336023,2,17,6,0,1.7053137475405917
336023,2,18,1,1,1.7097014671908306
336023,2,18,2,2,1.696531039083482
336023,2,18,3,1,1.5984722416591848
336023,2,18,4,0,1.4657087014187802
336023,2,18,5,0,1.5370671307138237
336023,2,18,6,0,1.4555844998544318
336023,2,19,1,4,1.7828477473145852
336023,2,19,2,0,1.5104668546881672
336023,2,19,3,0,1.5157332888672759
336023,2,19,4,0,1.4799316946717633
336023,2,19,5,4,1.7963270152557709
336023,2,19,6,6,1.8463664710707641
336037,1,15,1,2,2.003087388375163
336037,1,15,2,0,1.4648385385218987
336037,1,15,3,1,1.3587472201842303
336037,1,15,4,1,1.3369564695531806
336037,1,15,5,1,1.2050640477179053
336037,1,15,6,4,1.7864397866282715
336037,1,15,7,1,1.611274668103666
336037,1,16,1,1,1.495154980661557
336037,1,16,2,4,1.9467140904212958
336037,1,16,3,0,1.6302151725242
336037,1,16,4,1,1.612701704882307
336037,1,16,5,1,1.5389236199881733
336037,1,16,6,1,1.337037162910207
336037,1,17,1,4,1.689405050335162
336037,1,17,2,6,2.1347547968108382
336037,1,17,3,0,2.114335914342108
336037,1,17,4,0,1.768509991459549
336037,1,17,5,1,1.7965367016736007
336037,1,17,6,0,1.8225460311442896
336037,1,17,7,1,1.5926068551129453
336037,1,18,1,4,1.7668530131017086
336037,1,18,2,1,1.7526216726508552
336037,1,18,3,0,1.8243735128747143
336037,1,18,4,0,1.7064808958113913
336037,1,18,5,1,1.690397931578515
336037,1,18,6,0,1.2904332103727394
336037,1,18,7,6,1.6196120152369953
336037,1,19,1,1,2.0952811080698073
336037,1,19,2,4,1.3223381367804525
336037,1,19,3,0,1.6091121603624137
336037,1,19,4,0,1.48422281025375
336037,1,19,5,1,2.218949536186352
336037,1,19,6,0,0.7977276789267367
336037,2,15,1,1,0.9023788948242248
336037,2,15,2,0,0.4090551015098703
336037,2,15,3,1,0.5465661387924178
336037,2,15,4,1,0.6254085348310924
336037,2,15,5,0,0.5427547087434988
336037,2,15,6,0,0.44596048668328786
336037,2,16,1,1,0.5449205661367216
336037,2,16,2,1,0.6112103867814346
336037,2,16,3,1,0.6035330505915318
336037,2,16,4,0,0.6239544256725101
336037,2,16,5,0,0.5611401491507466
336037,2,16,6,0,0.5136622659873323
336037,2,17,1,2,0.6222206984860473
336037,2,17,2,1,0.6440226653525072
336037,2,17,3,1,0.64664851000941
336037,2,17,4,4,0.9027340994263708
336037,2,17,5,2,0.9020371397603363
336037,2,17,6,1,0.8788020392394111
336037,2,18,1,1,0.8952485941112994
336037,2,18,2,3,1.131196362574331
336037,2,18,3,1,1.0967000330808978
336037,2,18,4,4,1.2663640944936791
336037,2,18,5,1,1.3900593799488568
336037,2,18,6,0,1.295288488646555
336037,2,19,1,1,1.3224414705077563
336037,2,19,2,6,1.5170621563421574
392190,1,15,1,1,0.9023788948242248
392190,1,15,2,1,0.9080403974227
392190,1,15,3,0,0.6125227945681023
392190,1,15,4,1,0.6913956144576845
392190,1,15,5,1,0.7819856434123725
392190,1,15,6,0,0.6419335919953075
392190,1,16,1,1,0.7265347044285522
392190,1,16,2,0,0.6112103867814346
392190,1,16,3,2,0.6762144675854397
392190,1,16,4,0,0.648303919144556
392190,1,16,5,4,0.9290118711593476
392190,1,16,6,1,0.9661828822490841
392190,1,17,1,2,1.170576570893622
392190,1,17,2,1,1.160985737868845
392190,1,17,3,0,1.0941734883750251
392190,1,17,4,0,0.9778912262007367
392190,1,17,5,0,0.9020371397603363
392190,1,17,6,0,0.8788020392394111
392190,1,17,7,1,0.8124917858994153
392190,1,17,8,0,0.6869423997780169
392190,1,18,1,0,0.8707047500445811
392190,1,18,2,1,0.8394151986483397
392190,1,18,3,1,0.8708685785177392
392190,1,18,4,0,0.9277976549406787
392190,1,18,5,0,0.9307857695866555
392190,1,18,6,0,0.7464844083771005
392190,1,18,7,1,0.7873615610046875
392190,1,18,8,1,0.6851693607223319
392190,1,19,1,4,0.9434165732439534
392190,1,19,2,0,1.0108982267245128
392190,1,19,3,0,1.1455890973471223
392190,1,19,4,6,1.3040455745520008
392190,1,19,5,6,1.3203383816808802
392190,1,19,6,2,1.0403985738155737
392190,2,15,1,1,0.9023788948242248
392190,2,15,2,1,0.9080403974227
392190,2,15,3,4,2.088270541193096
392190,2,15,4,1,1.7720445878487263
392190,2,15,5,2,1.8394737535025207
392190,2,15,6,6,2.8894240176158537
392190,2,15,7,6,2.611222046354455
392190,2,16,1,0,2.6366585748316327
392190,2,16,2,1,2.603636223265062
392190,2,16,3,4,3.153348664467293
392190,2,16,4,1,2.688010763174049
392190,2,16,5,1,2.4385986484702857
392190,2,16,6,1,2.422230051045479
392190,2,17,1,1,2.266028334377004
392190,2,17,2,0,2.159510583676758
392190,2,17,3,0,2.171813503949888
392190,2,17,4,4,2.3387849825246922
392190,2,17,5,1,2.3408070778454926
392190,2,17,6,1,2.348599477988
392190,2,18,1,2,2.154314035024371
392190,2,18,2,0,1.9791121093585349
392190,2,18,3,1,2.0780310071437795
392190,2,18,4,4,1.9697920902109904
392190,2,18,5,0,2.1120465253312815
392190,2,18,6,0,1.841427906265982
392190,2,18,7,1,1.9768010819629538
392190,2,19,1,0,1.8880675693937903
392190,2,19,2,1,1.878771213025344
392190,2,19,3,1,1.7502806962537436
392190,2,19,4,0,1.8874006024618177
392190,2,19,5,0,2.054348631091185
392190,2,19,6,0,2.3567803605966824
392190,2,19,7,1,1.8380135971926612
392214,1,15,1,0,0.020069684090631257
392214,1,15,2,0,0.4646912883608833
392214,1,15,3,1,0.6125227945681023
392214,1,15,4,2,0.9299620505963468
392214,1,15,5,4,1.6441032820371335
392214,1,15,6,1,1.5457940014337308
392214,1,16,1,6,2.2392795130313607
392214,1,16,2,0,2.0768811065110215
392214,1,16,3,6,2.299113281574685
392214,1,16,4,6,2.9360036745145606
392214,1,16,5,0,3.039968564648334
392214,1,16,6,0,2.1389496786953615
392214,1,17,1,4,2.5744015981363266
392214,1,17,2,1,2.6920679100712275
392214,1,17,3,1,2.8846843976822996
392214,1,17,4,1,2.40058790951405
392214,1,17,5,1,2.3251806128528507
392214,1,17,6,1,2.2695206365411855
392214,2,15,1,2,2.003087388375163
392214,2,15,2,2,2.010109467528837
392214,2,15,3,1,1.6807515274329252
392214,2,15,4,2,1.7720445878487263
392214,2,15,5,1,1.6441032820371335
392214,2,15,6,1,1.5457940014337308
392214,2,16,1,0,1.5338164747326053
392214,2,16,2,1,1.4395996184203166
392214,2,16,3,1,1.3614871327798805
392214,2,16,4,1,1.3535894411006595
392214,2,16,5,0,1.4044305409187525
392214,2,16,6,1,1.4281053634530976
392214,2,17,1,4,1.421525197012769
392214,2,17,2,1,1.539963203832489
392214,2,17,3,1,1.4397532760733909
392214,2,17,4,1,1.4182720893215535
392214,2,17,5,0,1.2703873108693138
392214,2,17,6,4,1.5425932236576745
392218,1,15,1,1,0.9023788948242248
392218,1,15,2,0,0.4646912883608833
392218,1,15,3,1,0.6125227945681023
392218,1,15,4,1,0.6913956144576845
392218,1,15,5,6,1.8394737535025207
392218,1,15,6,1,1.7864397866282715
392218,1,16,1,1,1.592987161816129
392218,1,16,2,1,1.4926274112222264
392218,1,16,3,6,2.013689565851908
392218,1,16,4,1,2.179853686410665
392218,1,16,5,1,1.8744451108710782
392218,1,16,6,1,1.8002951192740448
392218,1,17,1,1,1.9035120221234423
392218,1,17,2,2,1.8041129937034641
392218,1,17,3,1,1.7091337592042555
392218,1,17,4,1,1.7308314154927584
392218,1,17,5,0,1.674256330954394
392218,1,17,6,4,1.7175124344083332
392218,1,18,1,2,1.7687471208257746
392218,1,18,2,1,1.7106932358152043
392218,1,18,3,1,1.7139727597569034
392218,1,18,4,0,1.643238047118627
392218,1,18,5,4,1.6191140855748505
392218,1,18,6,1,1.5509209754818023
392218,1,19,1,0,1.6609417582970203
392218,1,19,2,4,1.9081948343582866
392218,1,19,3,1,1.6518461062425263
392218,1,19,4,4,2.236541834747279
392218,1,19,5,1,2.1094006622372596
392218,1,19,6,1,2.1838351609675475
392218,1,19,7,2,1.6173739645438068
392218,2,15,1,1,0.9023788948242248
392218,2,15,2,0,0.9080403974227
392218,2,15,3,1,0.9209354627127218
392218,2,15,4,0,0.6913956144576845
392218,2,15,5,0,0.605672913383301
392218,2,15,6,2,0.8891350898831683
392218,2,15,7,1,0.8814936773014872
392218,2,16,1,1,0.8818908899921564
392218,2,16,2,2,0.9849824872202845
392218,2,16,3,0,0.8529653149589354
392218,2,16,4,0,0.8936780953274226
392218,2,16,5,2,0.9357847340649939
392218,2,16,6,1,0.9193281296638935
392218,2,16,7,0,0.8112922215396842
392218,2,17,1,1,0.9433580858996029
392218,2,17,2,0,0.9116965544204874
392218,2,17,3,1,0.8957125230885783
