match_id,innings,over,b6_actual_score,b6_predicted_score
335990,2,12,34,17.45178354659601
335990,2,13,34,18.153988687715557
335990,2,13,25,13.956720779844687
335990,2,13,34,18.386684074963156
335990,2,13,25,13.956720779844687
335990,2,13,25,15.847579677194272
335990,2,13,25,15.847579677194272
335990,2,14,34,25.571741302404103
335990,2,14,34,25.571741302404103
335990,2,14,34,25.18895496652038
335990,2,14,25,14.884659473179678
335990,2,14,34,31.63974443167737
335990,2,14,34,35.71642044919298
335990,2,15,25,15.328144208155864
335990,2,15,34,38.48894109155022
335990,2,15,25,21.1236504892965
335990,2,15,25,24.385812107124632
335990,2,15,25,25.833239720996236
335990,2,15,34,41.30475103377767
335990,2,16,25,31.336074582364155
335990,2,16,25,30.410466566511968
335990,2,16,34,41.48106152924083
335990,2,16,25,31.684004708803247
335990,2,16,34,43.6017304081689
335990,2,16,25,32.679384221296424
335990,2,17,34,40.02250947138991
335990,2,17,0,4.7559313490613295
335990,2,17,0,4.7559313490613295
335990,2,17,1,6.8014922997146705
335990,2,17,5,4.7559313490613295
335990,2,17,5,4.7559313490613295
335990,2,17,5,10.786959748959143
335990,2,18,1,4.905412611376321
335990,2,18,5,10.17469608140288
335990,2,18,1,4.905412611376321
335990,2,18,1,4.905412611376321
335990,2,18,0,3.2967858871624203
335990,2,18,17,4.905412611376321
335990,2,18,4,4.905412611376321
335990,2,19,4,4.672543812953318
335990,2,19,4,6.254646784738837
335990,2,19,17,6.735612634322109
335990,2,19,17,13.42545160935083
335990,2,19,17,19.379865469208255
335995,1,0,3,15.291252546080198
335995,1,0,3,15.698447001855044
335995,1,0,6,15.698447001855044
335995,1,0,3,18.170947890692794
335995,1,0,6,21.1224098821109
335995,1,0,6,21.711445789113505
335995,1,1,6,20.72683504900182
335995,1,1,6,20.72683504900182
335995,1,1,3,18.022133972308797
335995,1,1,6,20.72683504900182
335995,1,1,6,20.72683504900182
335995,1,1,0,13.933952437068069
335995,1,1,0,13.933952437068069
335995,1,2,1,14.304697737925137
335995,1,2,1,16.21228304244064
335995,1,2,0,14.304697737925137
335995,1,2,17,18.89390231046257
335995,1,2,17,18.89390231046257
335995,1,2,17,18.89390231046257
335995,1,3,17,20.746638105160727
335995,1,3,14,13.892702533915353
335995,1,3,14,18.9203105857938
335995,1,3,14,22.38695248708672
335995,1,3,14,23.361739300278433
335995,1,3,17,20.746638105160727
335995,1,3,17,21.312545055902948
335995,1,4,17,25.267751181595656
335995,1,4,17,24.99052920513659
335995,1,4,14,25.267751181595656
335995,1,4,17,25.292751120951237
335995,1,4,14,28.576202330020962
335995,1,4,14,28.576202330020962
335995,1,5,17,26.731369849678952
335995,1,5,17,26.731369849678952
335995,1,5,17,30.293456798761113
335995,1,5,17,30.293456798761113
335995,1,5,17,32.688600005028405
335995,1,5,14,27.91008022147452
335995,1,6,5,13.540024283813699
335995,1,6,5,14.557056275743088
335995,1,6,2,13.540024283813699
335995,1,6,2,16.145159233733118
335995,1,6,2,16.145159233733118
335995,1,6,2,16.145159233733118
335995,1,6,5,18.754784175312523
335995,1,7,2,15.199839504586025
335995,1,7,24,13.7008611550585
335995,1,7,10,13.7008611550585
335995,1,7,24,15.199839504586025
335995,1,7,10,15.199839504586025
335995,1,7,24,15.199839504586025
