match_id,innings,over,ball_in_over,bowler,w14_actual_future_economy,w14_predicted_future_economy
729287,2,8,6,PP Ojha,10.333333333333334,7.763882699401938
729287,2,12,6,SL Malinga,14.0,8.443943815545891
729289,1,5,6,JD Unadkat,7.0,8.860943488100835
729289,1,8,6,S Nadeem,11.5,8.810271156138118
729289,2,5,6,Shakib Al Hasan,9.5,7.089425025249892
729289,2,12,6,SP Narine,3.5,8.127502986675772
729289,2,15,6,M Morkel,21.0,7.708317754043773
729295,1,5,6,KV Sharma,11.0,8.85866189887882
729295,1,8,6,A Mishra,21.0,8.040763668114902
729295,1,12,6,A Mishra,17.0,12.199664756807413
729295,1,15,6,B Kumar,8.0,8.231250389611171
729295,2,5,6,R Dhawan,8.25,10.078866730319197
729295,2,8,6,R Dhawan,4.0,12.32450018257345
729295,2,12,6,AR Patel,4.0,10.033048688767545
729295,2,15,6,MG Johnson,3.0,10.288334762841087
729311,1,5,6,R Ashwin,4.333333333333333,8.491744628949395
729311,1,8,6,RA Jadeja,6.0,7.979932323253797
729311,1,15,6,R Ashwin,0.0,5.512632980211684
729311,2,5,6,KV Sharma,10.0,8.273083499247495
729311,2,8,6,A Mishra,9.333333333333334,8.777587332272567
729311,2,12,6,A Mishra,12.0,8.83455946135072
729311,2,15,6,B Kumar,5.0,8.437485992875873
733971,1,5,6,PP Chawla,10.5,7.765995932108365
733971,1,8,6,R Vinay Kumar,6.0,8.4744465527255
733971,1,15,6,SP Narine,0.0,4.401159019456687
733971,2,5,6,RA Jadeja,3.6666666666666665,6.762990823393342
733971,2,8,6,R Ashwin,6.5,5.931316829084281
733973,1,5,6,SL Malinga,6.666666666666667,7.807325122381099
733973,1,8,6,SL Malinga,4.0,9.584638351553428
733973,2,5,6,MG Johnson,10.615384615384615,10.38376690997588
733973,2,8,6,AR Patel,12.5,10.117213155885615
733973,2,15,6,L Balaji,16.0,10.84971802230412
733977,1,5,6,HV Patel,7.578947368421052,9.797175646298898
733977,1,8,6,YS Chahal,11.0,11.047248567606767
