match_id,innings,over,ball_in_over,b1_actual_score,b1_predicted_score
335990,2,6,2,217,160.17101742014265
335990,2,6,3,217,159.88823560654313
335990,2,6,4,217,160.28645621352285
335990,2,6,5,217,160.70084433579933
335990,2,6,6,217,160.41806252219982
335990,2,7,1,217,160.41806252219982
335990,2,7,2,217,160.75068722542528
335990,2,7,3,217,160.38922655230945
335990,2,7,4,217,160.398078372419
335990,2,7,5,217,160.492249174017
335990,2,7,6,217,161.16818834986486
335990,2,8,1,217,163.249777348218
335990,2,8,2,217,163.249777348218
335990,2,8,3,217,163.68261294002286
335990,2,8,4,217,163.96539475362243
335990,2,8,5,217,165.15332030240592
335990,2,8,6,217,163.82807462895133
335990,2,9,1,217,163.79539837432927
335990,2,9,2,217,163.79613477136414
335990,2,9,3,217,164.07731206210542
335990,2,9,4,217,164.69875866591187
335990,2,9,5,217,167.0618132525404
335990,2,9,6,217,170.30889114821593
335990,2,10,1,217,173.2026191498938
335990,2,10,2,217,173.66341006581507
335990,2,10,3,217,177.1190876860881
335990,2,10,4,217,176.08245688573015
335990,2,10,5,217,177.53135032459784
335990,2,10,6,217,177.53135032459784
335990,2,11,1,217,180.16107079851318
335990,2,11,2,217,181.38933471396635
335990,2,11,3,217,184.58733653303074
335990,2,11,4,217,184.63325403582093
335990,2,11,5,217,185.49430917109868
335990,2,11,6,217,186.50394598014867
335990,2,12,1,217,187.6063797026101
335990,2,12,2,217,189.45931326395024
335990,2,12,3,217,190.19073044994593
335990,2,12,4,217,192.38072630289645
335990,2,12,5,217,192.31868455704932
335990,2,12,6,217,192.31868455704932
335990,2,13,1,217,192.31868455704932
335990,2,13,2,217,192.43087554703743
335990,2,13,3,217,191.6430905776746
335990,2,13,4,217,192.34259920121454
335990,2,13,5,217,192.23767592385536
335990,2,13,6,217,192.48014524349165
335990,2,14,1,217,193.84876389514096
335990,2,14,2,217,193.06097892577813
335990,2,14,3,217,193.28193203246306
335990,2,14,4,217,193.24974282247464
335990,2,14,5,217,194.19396133549452
335990,2,14,6,217,196.39258893277798
335990,2,15,1,217,196.39258893277798
