match_id,innings,over,b11_actual_final_score,b11_predicted_final_score
392223,2,10,15,19.37319992694193
392223,2,11,15,18.68926781535919
392223,2,12,15,21.127344070312464
392223,2,13,15,20.800277136403704
392223,2,14,15,20.553830099758443
392223,2,15,15,19.891608737123747
392223,2,16,15,18.492201198521734
392223,2,17,15,17.112452954758297
392223,2,18,15,16.794750732716746
392223,2,19,15,15.05051533054157
392228,1,0,23,24.742903440656814
392228,1,1,23,23.360823407600794
392228,1,2,23,21.83721823967761
392228,1,3,23,21.77985718050038
392228,1,4,23,21.71542566734072
392228,1,5,23,21.143430784502225
392228,1,6,23,18.84428230279886
392228,1,7,23,18.486405624664382
392228,1,8,23,18.747352503080027
392228,1,9,23,18.316356006256232
392228,1,10,23,17.568030213037332
392228,1,11,23,16.85698356642975
392228,1,12,23,18.57622389446276
392228,1,13,23,17.808220570758596
392228,1,14,23,20.553830099758443
392228,1,15,23,21.466241361954637
392228,1,16,23,20.959696284207652
392228,1,17,23,20.600281210852653
392228,1,18,23,25.253670616162832
392228,1,19,23,23.10075869271065
392228,2,0,31,24.742903440656814
392228,2,1,31,25.115963693800936
392228,2,2,31,24.320261042689772
392228,2,3,31,26.96061636847153
392228,2,4,31,25.341552764126465
392228,2,5,31,23.653681381451143
392228,2,6,31,23.084146004817416
392228,2,7,31,23.568800655949083
392228,2,8,31,21.717984876378843
392228,2,9,31,20.997447982593517
392228,2,10,31,20.045097175075856
392228,2,11,31,25.375848944973377
392228,2,12,31,25.50446264597371
392228,2,13,31,26.328174865483547
392228,2,14,31,26.30937097167257
392228,2,15,31,26.04902045519517
392228,2,16,31,28.717724391098585
392228,2,17,31,27.651556578849352
392228,2,18,31,27.024215341265315
392228,2,19,31,30.856798819907922
392236,1,0,21,24.742903440656814
392236,1,1,21,22.279717160248122
392236,1,2,21,19.91163411093589
392236,1,3,21,23.729051696492967
392236,1,4,21,24.479295876893694
392236,1,5,21,24.41749182529953
392236,1,6,21,23.562541030341645
392236,1,7,21,22.61948136160815
392236,1,8,21,20.898841677046786
392236,1,9,21,20.78296815209916
392236,1,10,21,20.03482236278363
392236,1,11,21,19.112971799599464
392236,1,12,21,18.890588613036336
392236,1,13,21,18.1881363802133
392236,1,14,21,18.58001699133127
392236,1,15,21,17.147862900802203
392236,1,16,21,16.086848980877896
392236,1,17,21,16.631002703640068
392236,1,18,21,16.413205563062157
